Flight_ID,Date,Pilot_Name,Aircraft_Type,Origin,Destination,Flight_Duration,Passenger_Count,Flight_Type,Status,Ticket_Price
144,8/28/2025,Billy Dufty,error: undefined method `first' for nil:NilClass,Bürenhayrhan,Shediac,1.03,538,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,456.85
145,5/17/2025,Vivyanne Bartoli,error: undefined method `first' for nil:NilClass,Agalteca,Pinhão,13.57,546,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2880.25
146,4/13/2025,Shandy Coultar,error: undefined method `first' for nil:NilClass,Tambulig,Ōfunato,15.62,340,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,215.64
147,5/8/2026,Garv Bottlestone,error: undefined method `first' for nil:NilClass,Xuanhuadian,Mozelos,17.95,139,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2976.63
148,8/21/2025,Caspar Edser,error: undefined method `first' for nil:NilClass,Sumberpandan,Itaberaí,14.03,388,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,758.67
149,10/18/2027,Madelyn Feitosa,error: undefined method `first' for nil:NilClass,Klagen,Kishi,12.36,498,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2263.52
150,10/21/2027,Alexandr Merricks,error: undefined method `first' for nil:NilClass,Młynary,Renhe,4.99,227,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2912.64
151,6/23/2027,Darrelle Sedgemore,error: undefined method `first' for nil:NilClass,Huangqiang,Qiying,8.94,376,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1319.04
152,10/18/2027,Herbie Jarred,error: undefined method `first' for nil:NilClass,Pandan Niog,Menggala,3.12,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2968.38
153,10/13/2026,Elianora Gillan,error: undefined method `first' for nil:NilClass,Krajanpagowan,Kaédi,15.25,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1851.36
154,2/5/2027,Erminie Ferrillio,error: undefined method `first' for nil:NilClass,Kertosari,Dykan’ka,10.83,121,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,669.16
155,9/9/2025,Aggi Bazely,error: undefined method `first' for nil:NilClass,Buenavista,Dongping,10.15,518,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,56.17
156,8/11/2025,Cary Maharey,error: undefined method `first' for nil:NilClass,Zhoujiaba,Kumla,9.02,141,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2188.83
157,1/23/2027,Becki Howlings,error: undefined method `first' for nil:NilClass,Dikson,Sainte-Geneviève-des-Bois,2.05,218,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1458.63
158,5/26/2026,Mason Berrigan,error: undefined method `first' for nil:NilClass,Fort Wayne,Pochinki,7.37,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,376.32
159,6/8/2026,Geralda Gobolos,error: undefined method `first' for nil:NilClass,Zaymishche,Ngroto,15.37,466,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1935.2
160,1/18/2026,Shirlee Delong,error: undefined method `first' for nil:NilClass,Horodne,Kingersheim,3.34,197,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,999.3
161,5/15/2027,Margarete Yitzhok,error: undefined method `first' for nil:NilClass,Yangqiao,Nakasongola,6.0,219,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1910.59
162,11/8/2026,Marnia Twyford,error: undefined method `first' for nil:NilClass,Pitkyaranta,Manzini,4.54,112,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,379.28
163,10/2/2026,Brittani Riha,error: undefined method `first' for nil:NilClass,Ziyuan,Qingshuihe,9.1,433,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1456.98
164,5/19/2027,Gleda Shearman,error: undefined method `first' for nil:NilClass,Berezne,Massaranduba,10.63,247,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1837.93
165,9/30/2025,Eddi Bazoge,error: undefined method `first' for nil:NilClass,Yinying,Grubišno Polje,3.98,195,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1644.76
166,5/27/2026,Florette Laguerre,error: undefined method `first' for nil:NilClass,Mosopa,Lugar Novo,12.48,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2628.01
167,12/20/2025,Rose Baxill,error: undefined method `first' for nil:NilClass,Haoping,Tarariras,16.11,416,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1673.05
168,10/24/2025,Justino Chavey,error: undefined method `first' for nil:NilClass,Sikur,San Sebastian,15.02,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1595.53
169,12/3/2025,Nikaniki Bitten,error: undefined method `first' for nil:NilClass,Chongru,Carman,6.02,328,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2540.42
170,7/11/2026,Dehlia Lambrechts,error: undefined method `first' for nil:NilClass,Hallstahammar,Stratford,16.29,306,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,113.69
171,1/12/2026,Tabitha Selkirk,error: undefined method `first' for nil:NilClass,Beja,Maykopskoye,5.93,363,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,133.08
172,8/24/2025,Lilly Haynes,error: undefined method `first' for nil:NilClass,Tubungan,Kataba,13.18,446,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1337.9
173,11/15/2025,Bronnie Mewes,error: undefined method `first' for nil:NilClass,Pucangkrajan,Pasirbitung,10.32,447,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,100.81
174,1/3/2025,Jae Trayhorn,error: undefined method `first' for nil:NilClass,Köyliö,Lidong,13.91,463,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2508.65
175,10/14/2027,Nelia Peer,error: undefined method `first' for nil:NilClass,Inongo,Petrozavodsk,13.24,443,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2894.83
176,12/6/2026,Yvette Cargon,error: undefined method `first' for nil:NilClass,Ketian,Klenje,2.55,377,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2735.79
177,11/7/2027,Ursuline Arnatt,error: undefined method `first' for nil:NilClass,San Juan Atitán,Trpinja,12.96,145,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,481.2
178,7/3/2025,Neile McInulty,error: undefined method `first' for nil:NilClass,Cuyotenango,Tabio,2.26,227,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2170.02
179,8/4/2027,Elsa Minshull,error: undefined method `first' for nil:NilClass,Hariang,Sibinal,9.76,436,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1611.97
180,3/5/2025,Prudence Manktelow,error: undefined method `first' for nil:NilClass,Gujiadian,Sankanan,14.46,248,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1558.3
181,3/5/2025,Benyamin Oakwood,error: undefined method `first' for nil:NilClass,Ferreiras,Freiburg im Breisgau,0.64,415,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,483.77
182,9/1/2027,Fara Betjeman,error: undefined method `first' for nil:NilClass,Jankomir,El Coco,6.5,180,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,516.01
183,10/20/2025,Nerissa Conisbee,error: undefined method `first' for nil:NilClass,Hostivice,Baishuitan,15.05,372,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,347.08
184,2/6/2025,Hadlee Sepey,error: undefined method `first' for nil:NilClass,Chipaque,San Cristóbal,5.87,177,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,853.88
185,7/16/2026,Neal Tremayne,error: undefined method `first' for nil:NilClass,Joliette,Kislovodsk,5.46,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2031.21
186,8/11/2026,Herschel Souttar,error: undefined method `first' for nil:NilClass,Qorao’zak,Mompós,14.26,384,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2356.19
187,6/16/2027,Ameline Bilsborrow,error: undefined method `first' for nil:NilClass,Palue,Güira de Melena,5.2,432,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,419.83
188,6/8/2026,Reggis Skip,error: undefined method `first' for nil:NilClass,Sukomulyo,Okrika,2.22,312,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2090.78
189,10/11/2027,Kareem Cominotti,error: undefined method `first' for nil:NilClass,Concepción,São Sebastião do Passé,17.03,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,485.76
190,7/21/2027,Hernando Glassard,error: undefined method `first' for nil:NilClass,Old City,Yongfeng,3.95,223,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1519.95
191,1/23/2027,Stevy Bwye,error: undefined method `first' for nil:NilClass,Rosebank,Longquan,11.57,217,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1198.55
192,2/7/2026,Dionis Joule,error: undefined method `first' for nil:NilClass,Parigi,Skeldon,11.93,135,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,118.42
193,7/9/2027,Zorina Florey,error: undefined method `first' for nil:NilClass,Skaryszew,Santa María de Caparo,0.38,363,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1308.54
194,11/14/2025,Ewell Caw,error: undefined method `first' for nil:NilClass,Oka,Ekerö,9.25,122,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2215.82
195,11/5/2027,Mal Dreier,error: undefined method `first' for nil:NilClass,Östersund,Bieqiao,18.0,233,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,460.73
196,4/23/2027,Harlene Izkovicz,error: undefined method `first' for nil:NilClass,Lubāna,Hekou,8.02,550,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1589.35
197,7/27/2027,Georgeta Brookes,error: undefined method `first' for nil:NilClass,Gravataí,Qingnianlu,8.96,179,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1329.78
198,12/13/2025,Pascale Wasbrough,error: undefined method `first' for nil:NilClass,Pulau Pinang,Albina,7.4,418,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2815.4
199,10/12/2026,Yoko Roggers,error: undefined method `first' for nil:NilClass,Daegu,Mazha,16.74,145,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1758.97
200,7/13/2027,Claybourne Vasyukov,error: undefined method `first' for nil:NilClass,Dayin,Kebon,8.12,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,624.63
201,3/5/2026,Christine Maharg,error: undefined method `first' for nil:NilClass,Richmond,Taklale,11.4,101,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2335.2
202,7/15/2027,Brendan Foukx,error: undefined method `first' for nil:NilClass,Brikama Nding,Portoviejo,8.49,486,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1206.96
203,1/9/2026,Elayne Mordy,error: undefined method `first' for nil:NilClass,Salgueiro,Curibaya,3.74,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1877.74
204,5/15/2027,Werner Andryszczak,error: undefined method `first' for nil:NilClass,Cuenca,Zmiennica,1.76,386,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2084.82
205,7/29/2026,Dukey Thame,error: undefined method `first' for nil:NilClass,Malekān,Anjozorobe,0.56,529,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,74.11
206,6/20/2027,Nyssa Allsopp,error: undefined method `first' for nil:NilClass,Songkhla,Carangola,11.1,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2972.98
207,8/21/2026,Virgie Wolsey,error: undefined method `first' for nil:NilClass,Gnojnica,Minna,3.8,491,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2320.35
208,3/12/2025,Winn Jezzard,error: undefined method `first' for nil:NilClass,Ash Shuyūkh,Wahai,4.57,510,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1097.33
209,8/9/2025,Bale O' Scallan,error: undefined method `first' for nil:NilClass,San Guillermo,Kruševac,4.74,166,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1866.15
210,6/23/2027,Norean MacKilroe,error: undefined method `first' for nil:NilClass,Kose,Daxindian,5.96,494,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1398.49
211,3/28/2027,Lek De Gregario,error: undefined method `first' for nil:NilClass,Huaitu,Tierra y Libertad,9.05,505,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,804.01
212,5/20/2027,Keelby Storie,error: undefined method `first' for nil:NilClass,El Adelanto,Duobao,12.81,262,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2834.52
